Claude Code 特性清单,类别,子类别,功能名称,描述,详细信息/示例
斜杠命令,内置命令,/compact [instructions],压缩对话（可选重点指令）,聚焦压缩指令
斜杠命令,内置命令,/config,打开设置界面（配置选项卡）,配置 Claude Code
斜杠命令,内置命令,/cost,显示令牌使用统计,查看成本和令牌消耗
斜杠命令,内置命令,/doctor,检查 Claude Code 安装健康,诊断安装问题
斜杠命令,内置命令,/help,获取使用帮助,显示可用命令
斜杠命令,内置命令,/init,使用 CLAUDE.md 指南初始化项目,创建项目记忆
斜杠命令,内置命令,/login,切换 Anthropic 账户,更改登录账户
斜杠命令,内置命令,/logout,从 Anthropic 账户登出,注销账户
斜杠命令,内置命令,/mcp,管理 MCP 服务器连接和 OAuth,配置 Model Context Protocol
斜杠命令,内置命令,/memory,编辑 CLAUDE.md 记忆文件,管理项目记忆
斜杠命令,内置命令,/model,选择或更改 AI 模型,切换使用的模型
斜杠命令,内置命令,/permissions,查看或更新权限,配置 IAM 权限
斜杠命令,内置命令,/pr_comments,查看拉取请求评论,查看 PR 评论
斜杠命令,内置命令,/review,请求代码审查,执行代码审查
斜杠命令,内置命令,/rewind,倒带对话和/或代码,恢复到之前状态
斜杠命令,内置命令,/status,打开设置界面（状态选项卡）,显示版本、模型、账户
斜杠命令,内置命令,/terminal-setup,安装 Shift+Enter 键绑定,仅限 iTerm2 和 VSCode
斜杠命令,内置命令,/usage,显示计划使用限制和速率限制状态,仅限订阅计划
斜杠命令,内置命令,/vim,进入 vim 模式,交替插入和命令模式
斜杠命令,自定义命令,项目命令,存储在仓库中与团队共享,.claude/commands/
斜杠命令,自定义命令,个人命令,跨所有项目可用,~/.claude/commands/
斜杠命令,自定义命令,命名空间,子目录组织,frontend/component.md 创建 /component
斜杠命令,自定义命令,参数,$ARGUMENTS 捕获所有参数,$ARGUMENTS 变为所有参数
斜杠命令,自定义命令,参数,$1, $2 位置参数,$1 变为第一个参数
斜杠命令,自定义命令,Bash 命令执行,使用 ! 前缀,输出包含在命令上下文中
斜杠命令,自定义命令,文件引用,使用 @ 前缀引用文件,@src/utils/helpers.js
斜杠命令,自定义命令,思考模式,触发扩展思考,包含扩展思考关键词
斜杠命令,自定义命令,Frontmatter,allowed-tools,允许的工具列表,从对话继承
斜杠命令,自定义命令,Frontmatter,argument-hint,参数提示,显示在自动完成中
斜杠命令,自定义命令,Frontmatter,description,命令的简要描述,用于自动完成
斜杠命令,自定义命令,Frontmatter,model,特定模型字符串,继承对话模型
斜杠命令,自定义命令,Frontmatter,disable-model-invocation,防止 SlashCommand 工具调用,false
斜杠命令,插件命令,命名空间,/plugin-name:command-name,避免冲突
斜杠命令,插件命令,自动可用,安装后出现在 /help 中,完全集成
斜杠命令,MCP 命令,格式,/mcp__<server>__<prompt-name>,动态发现
斜杠命令,MCP 命令,参数,/mcp__github__pr_review 456,接受参数
斜杠命令,MCP 命令,OAuth 认证,/mcp 命令进行认证,安全的 OAuth 2.0
工具系统,内置工具,Bash,在环境中执行 shell 命令,需要权限
工具系统,内置工具,Edit,对特定文件进行定向编辑,需要权限
工具系统,内置工具,Glob,基于模式匹配查找文件,无需权限
工具系统,内置工具,Grep,在文件内容中搜索模式,无需权限
工具系统,内置工具,NotebookEdit,修改 Jupyter notebook 单元格,需要权限
工具系统,内置工具,NotebookRead,读取和显示 Jupyter notebook 内容,无需权限
工具系统,内置工具,Read,读取文件内容,无需权限
工具系统,内置工具,SlashCommand,运行自定义斜杠命令,需要权限
工具系统,内置工具,Task,运行子代理处理复杂任务,无需权限
工具系统,内置工具,TodoWrite,创建和管理结构化任务列表,无需权限
工具系统,内置工具,WebFetch,从指定 URL 获取内容,需要权限
工具系统,内置工具,WebSearch,执行带域过滤的网页搜索,需要权限
工具系统,内置工具,Write,创建或覆盖文件,需要权限
工具系统,权限配置,allow,允许工具使用规则,前缀匹配
工具系统,权限配置,ask,请求确认的规则,工具使用时询问
工具系统,权限配置,deny,禁止工具使用规则,阻止敏感文件访问
插件系统,概述,插件扩展,通过自定义命令、代理、钩子和 MCP 服务器扩展
插件系统,概述,插件市场,从市场安装预构建插件,插件目录
插件系统,概述,团队工作流,在仓库级别配置插件,确保团队工具一致
插件系统,组件,命令,commands/ 目录中的 Markdown 文件,自定义斜杠命令
插件系统,组件,代理,agents/ 目录中的代理定义,专门的 AI 助手
插件系统,组件,技能,skills/ 目录中的 SKILL.md 文件,模型调用的能力
插件系统,组件,钩子,hooks/hooks.json,事件处理器
插件系统,组件,MCP 服务器,.mcp.json 或内联配置,外部工具集成
插件系统,插件清单,plugin.json,插件元数据,name, description, version, author
插件系统,市场配置,marketplace.json,市场清单,name, owner, plugins
插件系统,管理命令,/plugin marketplace add,添加市场,/plugin marketplace add path
插件系统,管理命令,/plugin install,安装插件,/plugin install plugin-name@marketplace
插件系统,管理命令,/plugin enable,启用已禁用的插件,/plugin enable plugin@market
插件系统,管理命令,/plugin disable,禁用插件（不卸载）,/plugin disable plugin@market
插件系统,管理命令,/plugin uninstall,完全卸载插件,/plugin uninstall plugin@market
技能系统,概述,Agent Skills,模块化能力包,扩展 Claude 功能
技能系统,概述,模型调用,Claude 自主决定何时使用,基于任务上下文
技能系统,个人技能,~/.claude/skills/,跨所有项目可用,个人工作流
技能系统,项目技能,.claude/skills/,与团队共享,团队约定
技能系统,插件技能,插件捆绑,插件安装时自动可用
技能系统,SKILL.md 格式,YAML frontmatter,name, description, allowed-tools
技能系统,SKILL.md 内容,说明,Claude 的逐步指导,清晰的步骤
技能系统,SKILL.md 内容,示例,具体使用示例,展示用法
技能系统,allowed-tools,限制工具访问,仅限指定的工具,安全工作流
技能系统,支持文件,reference.md, examples.md, scripts/, templates/,渐进式披露
子代理系统,概述,专门 AI 助手,任务特定工作流和上下文管理
子代理系统,优势,上下文保留,独立上下文窗口,防止主对话污染
子代理系统,优势,专门专业知识,针对特定领域的微调指令
子代理系统,优势,可重用性,跨项目使用和共享
子代理系统,优势,灵活权限,每个代理不同的工具访问级别
子代理系统,位置,项目子代理,.claude/agents/,当前项目可用,优先级最高
子代理系统,位置,用户子代理,~/.claude/agents/,跨所有项目可用,优先级较低
子代理系统,CLI 定义,--agents 标志,动态 JSON 定义,会话特定代理
子代理系统,文件格式,Markdown + YAML frontmatter,name, description, tools, model
子代理系统,配置字段,name,唯一标识符,小写字母和连字符
子代理系统,配置字段,description,子代理目的的自然语言描述,何时调用
子代理系统,配置字段,tools,逗号分隔的工具列表,省略则继承所有工具
子代理系统,配置字段,model,模型别名或 'inherit',省略则使用默认子代理模型
子代理系统,自动委托,基于任务描述和描述字段,按需委托
子代理系统,显式调用,提及子代理名称,"Use the code-reviewer subagent"
钩子系统,概述,事件处理器,在工具执行前后运行自定义命令
钩子系统,配置位置,settings.json,hooks 字段,事件匹配器
钩子系统,配置位置,项目钩子,.claude/hooks/hooks.json,项目级别
钩子系统,配置位置,用户钩子,~/.claude/hooks/hooks.json,用户级别
钩子系统,配置位置,插件钩子,插件的 hooks/hooks.json,自动合并
钩子系统,匹配器,PreToolUse,工具执行前运行,Bash, Glob, Grep, Read, Edit, Write, WebFetch, WebSearch
钩子系统,匹配器,PostToolUse,工具成功执行后运行,同 PreToolUse
钩子系统,匹配器,Notification,发送通知时运行,权限提示或空闲时
钩子系统,匹配器,UserPromptSubmit,用户提交提示时运行,添加上下文或验证
钩子系统,匹配器,Stop,主 Claude Code 代理完成响应时运行,不包括用户中断
钩子系统,匹配器,SubagentStop,子代理完成响应时运行,子代理停止
钩子系统,匹配器,PreCompact,压缩操作前运行,manual/auto
钩子系统,匹配器,SessionStart,启动新会话时运行,startup/resume/clear/compact
钩子系统,匹配器,SessionEnd,会话结束时运行,清理任务,日志记录
钩子系统,匹配器格式,简单字符串,完全匹配,Write 仅匹配 Write 工具
钩子系统,匹配器格式,正则表达式,Edit|Write 或 Notebook.*,模式匹配
钩子系统,匹配器格式,通配符,* 匹配所有工具,或空字符串
钩子系统,钩子类型,command,bash 命令,type: "command"
钩子系统,钩子参数,command,要执行的命令,可使用环境变量
钩子系统,钩子参数,timeout,命令超时（秒）,默认 60 秒
钩子系统,环境变量,CLAUDE_PROJECT_DIR,项目根目录,项目钩子的绝对路径
钩子系统,环境变量,CLAUDE_PLUGIN_ROOT,插件目录,插件钩子专用
钩子系统,退出码,0,成功,stdout 显示给用户（特定钩子除外）
钩子系统,退出码,2,阻止错误,stderr 反馈给 Claude,阻止工具调用
钩子系统,退出码,其他,非阻止错误,stderr 显示给用户
钩子系统,JSON 输出,continue,是否继续,默认 true
钩子系统,JSON 输出,stopReason,停止原因,continue 为 false 时显示
钩子系统,JSON 输出,suppressOutput,隐藏 stdout,默认 false
钩子系统,JSON 输出,systemMessage,警告消息,显示给用户
钩子系统,PreToolUse 决策,permissionDecision,allow/deny/ask,允许/拒绝/询问
钩子系统,PostToolUse 决策,decision,block/undefined,阻止/无操作
钩子系统,安全考虑,USE AT YOUR OWN RISK,自行承担风险,执行任意 shell 命令
钩子系统,安全最佳实践,验证和清理输入,从不信任输入数据
钩子系统,安全最佳实践,引用 shell 变量,使用 "$VAR" 而非 $VAR
钩子系统,安全最佳实践,阻止路径遍历,检查 .. 在文件路径中
钩子系统,安全最佳实践,使用绝对路径,使用 "$CLAUDE_PROJECT_DIR"
钩子系统,安全最佳实践,跳过敏感文件,避免 .env, .git/, 密钥
MCP 集成,概述,Model Context Protocol,连接外部工具和数据源
MCP 集成,能力,实现功能,从 issue 跟踪器实现功能,"Add the feature from JIRA ENG-4521"
MCP 集成,能力,分析监控数据,检查 Sentry 和 Statsig,检查功能使用情况
MCP 集成,能力,查询数据库,Postgres 数据库查询,查找用户或分析数据
MCP 集成,能力,集成设计,更新 Figma 设计模板,基于 Slack 中的设计
MCP 集成,能力,自动化工作流,创建 Gmail 草稿,邀请用户反馈会话
MCP 集成,HTTP 服务器,推荐选项,cloud-based 服务,最广泛支持
MCP 集成,HTTP 命令,claude mcp add --transport http,claude mcp add --transport http notion https://mcp.notion.com/mcp
MCP 集成,SSE 服务器,已弃用,使用 HTTP 服务器替代
MCP 集成,SSE 命令,claude mcp add --transport sse,claude mcp add --transport sse asana https://mcp.asana.com/sse
MCP 集成,stdio 服务器,本地进程,需要直接系统访问
MCP 集成,stdio 命令,claude mcp add --transport stdio,claude mcp add --transport stdio airtable --env KEY=value -- npx -y airtable-mcp-server
MCP 集成,管理,claude mcp list,列出所有服务器,查看配置的服务器
MCP 集成,管理,claude mcp get,获取服务器详情,claude mcp get github
MCP 集成,管理,claude mcp remove,删除服务器,claude mcp remove github
MCP 集成,作用域,local,默认,项目特定的用户设置,仅当前项目
MCP 集成,作用域,project,团队共享,.mcp.json 文件,版本控制
MCP 集成,作用域,user,跨项目,用户配置,所有项目可用
MCP 集成,OAuth 认证,/mcp 命令,Authenticate with remote servers,安全的 OAuth 2.0
MCP 集成,MCP 工具命名,mcp__<server>__<tool>,特殊命名模式,mcp__github__search_repositories
MCP 集成,MCP 资源,@ 引用,@server:protocol://resource/path,类似于文件引用
MCP 集成,MCP 提示,斜杠命令,/mcp__<server>__<prompt>,动态发现的提示
MCP 集成,插件 MCP,插件捆绑,自动提供工具,启用时启动
MCP 集成,企业 MCP,managed-mcp.json,IT 管理员部署,macOS/Linux/Windows
MCP 集成,企业允许列表,allowedMcpServers,允许的服务器列表,[] 锁定
MCP 集成,企业拒绝列表,deniedMcpServers,阻止的服务器列表,优先级高于允许列表
MCP 集成,环境变量,MCP_TIMEOUT,服务器启动超时,毫秒
MCP 集成,环境变量,MCP_TOOL_TIMEOUT,工具执行超时,毫秒
MCP 集成,环境变量,MAX_MCP_OUTPUT_TOKENS,最大输出令牌,默认 25000
设置系统,用户设置,~/.claude/settings.json,全局设置,所有项目
设置系统,项目设置,.claude/settings.json,团队共享,源代码控制
设置系统,本地设置,.claude/settings.local.json,个人偏好,不提交
设置系统,企业策略,managed-settings.json,IT/DevOps 部署,优先级最高
设置系统,设置优先级,企业策略 > CLI 参数 > 本地 > 项目 > 用户,层次结构
设置系统,apiKeyHelper,自定义认证脚本,/bin/generate_temp_api_key.sh
设置系统,cleanupPeriodDays,本地保留会话的天数,默认 30 天
设置系统,env,环境变量,应用于每个会话,FOO: bar
设置系统,includeCoAuthoredBy,包含 co-authored-by,git 提交中的署名,默认 true
设置系统,permissions,权限配置,allow/ask/deny/other,工具权限规则
设置系统,hooks,钩子配置,事件和命令,PreToolUse/PostToolUse
设置系统,disableAllHooks,禁用所有钩子,true
设置系统,model,默认模型,claude-sonnet-4-5-20250929,覆盖默认模型
设置系统,statusLine,自定义状态行,命令或文件,显示上下文
设置系统,outputStyle,输出样式,Explanatory,调整系统提示
设置系统,forceLoginMethod,强制登录方法,claudeai/console,限制登录类型
设置系统,forceLoginOrgUUID,组织 UUID,自动选择组织,绕过组织选择
设置系统,enableAllProjectMcpServers,自动批准项目 MCP,true
设置系统,enabledMcpjsonServers,特定 MCP 服务器,["memory", "github"]
设置系统,disabledMcpjsonServers,禁用 MCP 服务器,["filesystem"]
设置系统,awsAuthRefresh,AWS 凭证刷新脚本,aws sso login --profile myprofile
设置系统,awsCredentialExport,AWS 凭证导出脚本,/bin/generate_aws_grant.sh
设置系统,enabledPlugins,启用的插件,plugin-name@marketplace: true/false
设置系统,extraKnownMarketplaces,额外的已知市场,市场来源配置
权限系统,概述,基于权限的架构,默认只读权限,显式批准操作
权限系统,权限模式,acceptEdits,接受编辑模式,批量接受编辑
权限系统,权限模式,plan,计划模式,规划不执行
权限系统,权限模式,bypassPermissions,绕过权限,谨慎使用
权限系统,权限规则,allow,允许规则,Bash(git add:*), Bash(git test:*)
权限系统,权限规则,ask,询问规则,Bash(git push:*)
权限系统,权限规则,deny,拒绝规则,WebFetch, Bash(curl:*), Read(./.env)
权限系统,additionalDirectories,额外工作目录,["../docs/"]
权限系统,defaultMode,默认权限模式,acceptEdits
权限系统,disableBypassPermissionsMode,禁用绕过权限模式,disable
权限系统,工作目录限制,写访问限制,仅限启动文件夹和子文件夹,无法修改父目录
权限系统,提示疲劳缓解,支持允许列表,频繁使用的安全命令,per-user/codebase/org
记忆管理,企业策略,/Library/Application Support/ClaudeCode/CLAUDE.md (macOS),组织级指令,所有用户
记忆管理,项目记忆,./CLAUDE.md 或 ./.claude/CLAUDE.md,团队共享,源代码控制
记忆管理,用户记忆,~/.claude/CLAUDE.md,个人偏好,所有项目
记忆管理,本地项目记忆,./CLAUDE.local.md,已弃用,个人项目偏好
记忆管理,层次结构,企业 > 项目 > 用户,高优先级先加载,特定记忆构建其上
记忆管理,导入,@path/to/import,引用其他文件,最多 5 层递归
记忆管理,快捷键,# 快捷方式,快速添加记忆,提示选择文件
记忆管理,命令,/memory,直接编辑记忆文件,在系统编辑器中打开
记忆管理,初始化,/init,引导 CLAUDE.md,为代码库创建记忆
记忆管理,递归查找,从 cwd 向上查找,在大型仓库中方便,foo/CLAUDE.md, foo/bar/CLAUDE.md
记忆管理,最佳实践,具体,使用 2 空格缩进,优于正确格式化代码
记忆管理,最佳实践,结构化,markdown 标题分组,相关记忆组织
记忆管理,最佳实践,定期审查,项目演进时更新,确保最新信息
交互模式,键盘快捷键,Ctrl+C,取消当前输入或生成,标准中断
交互模式,键盘快捷键,Ctrl+D,退出 Claude Code 会话,EOF 信号
交互模式,键盘快捷键,Ctrl+L,清除终端屏幕,保留对话历史
交互模式,键盘快捷键,Ctrl+O,切换详细输出,显示工具使用详情
交互模式,键盘快捷键,Ctrl+R,反向搜索命令历史,交互式搜索
交互模式,键盘快捷键,Ctrl+V / Alt+V,从剪贴板粘贴图像,图像或路径
交互模式,键盘快捷键,Esc + Esc,倒带代码/对话,恢复到之前点
交互模式,键盘快捷键,Tab,切换扩展思考,Thinking on/off
交互模式,键盘快捷键,Shift+Tab / Alt+M,切换权限模式,Auto-Accept/Plan/Normal
交互模式,多行输入,\ + Enter,快速转义,所有终端
交互模式,多行输入,Option+Enter,macOS 默认
交互模式,多行输入,Shift+Enter,终端设置后,/terminal-setup
交互模式,多行输入,Ctrl+J,控制序列,换行符
交互模式,快速命令,# 开头,记忆快捷方式,添加到 CLAUDE.md
交互模式,快速命令,/ 开头,斜杠命令,自定义命令
交互模式,快速命令,! 开头,Bash 模式,直接运行命令
交互模式,快速命令,@,文件路径提及,触发文件路径自动完成
交互模式,Vim 模式,/vim,启用 vim 风格编辑,或永久配置
交互模式,Vim 模式,Esc,进入 NORMAL 模式,从 INSERT
交互模式,Vim 模式,i,在光标前插入,NORMAL 模式
交互模式,Vim 模式,I,在行首插入,NORMAL 模式
交互模式,Vim 模式,a,在光标后插入,NORMAL 模式
交互模式,Vim 模式,A,在行尾插入,NORMAL 模式
交互模式,Vim 模式,h/j/k/l,左/下/上/右移动,NORMAL 模式
交互模式,Vim 模式,w,下一个单词,NORMAL 模式
交互模式,Vim 模式,b,上一个单词,NORMAL 模式
交互模式,Vim 模式,0,行首,NORMAL 模式
交互模式,Vim 模式,$,行尾,NORMAL 模式
交互模式,Vim 模式,gg,输入开始,NORMAL 模式
交互模式,Vim 模式,G,输入结束,NORMAL 模式
交互模式,Vim 模式,x,删除字符,NORMAL 模式
交互模式,Vim 模式,dd,删除行,NORMAL 模式
交互模式,Vim 模式,D,删除到行尾,NORMAL 模式
交互模式,Vim 模式,cc,更改行,NORMAL 模式
交互模式,Vim 模式,.,重复上次更改,NORMAL 模式
交互模式,命令历史,存储位置,按工作目录,清除 /clear 后清除
交互模式,命令历史,反向搜索,Ctrl+R,交互式搜索,高亮显示
交互模式,后台 Bash,Ctrl+B,移动到后台,异步运行
交互模式,后台 Bash,常见命令,webpack, npm, jest, docker, terraform,构建工具
检查点系统,概述,自动跟踪,跟踪 Claude 的文件编辑,恢复机制
检查点系统,自动跟踪,每个用户提示,创建新检查点
检查点系统,自动跟踪,跨会话持久化,恢复的对话中可访问
检查点系统,自动跟踪,自动清理,30 天后（可配置）
检查点系统,倒带,Esc + Esc 或 /rewind,打开倒带菜单
检查点系统,倒带选项,仅对话,倒带到用户消息,保持代码更改
检查点系统,倒带选项,仅代码,恢复文件,保持对话
检查点系统,倒带选项,两者,恢复两者到之前的点
检查点系统,用例,探索替代方案,尝试不同的实现,保留起点
检查点系统,用例,恢复错误,快速撤销更改,修复引入的 bug
检查点系统,用例,迭代功能,实验变体,恢复到工作状态
检查点系统,限制,Bash 命令更改不跟踪,rm, mv, cp 等无法撤消
检查点系统,限制,外部更改不跟踪,手动更改或并发会话
检查点系统,限制,不是版本控制替代,使用 Git 进行永久历史
IDE 集成,VS Code,扩展 (Beta),原生 IDE 体验,专用侧边栏
IDE 集成,VS Code,功能,计划模式编辑,审查和编辑 Claude 的计划
IDE 集成,VS Code,功能,自动接受编辑模式,自动应用 Claude 的更改
IDE 集成,VS Code,功能,文件管理,@ 提及文件或附加文件
IDE 集成,VS Code,功能,MCP 服务器,使用 CLI 配置的 MCP
IDE 集成,VS Code,功能,对话历史,访问过去的对话
IDE 集成,VS Code,功能,多会话,同时运行多个会话
IDE 集成,VS Code,功能,键盘快捷键,支持 CLI 快捷键
IDE 集成,VS Code,功能,斜杠命令,直接访问 CLI 命令
IDE 集成,VS Code,要求,VS Code 1.98.0+,版本要求
IDE 集成,VS Code,安装,Marketplace,从市场安装
IDE 集成,VS Code,更新,Cmd+Shift+P (Mac) / Ctrl+Shift+P (Win/Linux),"Claude Code: Update"
IDE 集成,VS Code,第三方提供商,Vertex/Bedrock,通过环境变量配置
IDE 集成,VS Code,安全考虑,受限模式,不受信任的工作区
IDE 集成,VS Code,安全考虑,手动批准,编辑的手动批准模式
IDE 集成,VS Code,遗留 CLI 集成,自动安装,从集成终端运行时
IDE 集成,VS Code,遗留 CLI 集成,选择上下文,当前选择/选项卡自动共享
IDE 集成,VS Code,遗留 CLI 集成,差异查看,IDE 差异查看器而非终端
IDE 集成,VS Code,遗留 CLI 集成,文件引用,Cmd+Option+K (Mac) / Alt+Ctrl+K (Win),@File#L1-99
IDE 集成,VS Code,遗留 CLI 集成,诊断共享,lint 和语法错误自动共享
IDE 集成,VS Code,支持的 IDE,VS Code, Cursor, Windsurf, VSCodium
IDE 集成,JetBrains,插件,专用插件,交互式差异查看
IDE 集成,JetBrains,支持的 IDE,IntelliJ, PyCharm, Android Studio, WebStorm, PhpStorm, GoLand
IDE 集成,JetBrains,功能,快速启动,Cmd+Esc (Mac) / Ctrl+Esc (Win/Linux)
IDE 集成,JetBrains,功能,差异查看,IDE 差异查看器
IDE 集成,JetBrains,功能,选择上下文,当前选择/选项卡自动共享
IDE 集成,JetBrains,功能,文件引用,Cmd+Option+K (Mac) / Alt+Ctrl+K (Win),@File#L1-99
IDE 集成,JetBrains,功能,诊断共享,lint 和语法错误自动共享
IDE 集成,JetBrains,安装,Marketplace,从 JetBrains 市场安装
IDE 集成,JetBrains,安装,自动安装,从集成终端运行时（需重启 IDE）
IDE 集成,JetBrains,配置,Claude 命令,claude 或 /usr/local/bin/claude 或 npx @anthropic/claude
IDE 集成,JetBrains,配置,WSL,wsl -d Ubuntu -- bash -lic "claude",WSL 用户
IDE 集成,JetBrains,配置,ESC 键,取消勾选将焦点移动到编辑器,终端设置
IDE 集成,JetBrains,远程开发,插件安装在远程主机,Settings → Plugin (Host)
IDE 集成,JetBrains,安全考虑,自动编辑模式,可能修改 IDE 配置文件
云提供商,AWS Bedrock,前提条件,AWS 账户,Bedrock 访问,模型访问,IAM 权限
云提供商,AWS Bedrock,启用模型访问,Bedrock Console → Model access,请求访问 Claude 模型
云提供商,AWS Bedrock,凭证配置,AWS CLI,aws configure
云提供商,AWS Bedrock,凭证配置,环境变量,AWS_ACCESS_KEY_ID, AWS_SECRET_ACCESS_KEY
云提供商,AWS Bedrock,凭证配置,SSO 配置,aws sso login --profile=<profile-name>
云提供商,AWS Bedrock,凭证配置,Bedrock API Keys,AWS_BEARER_TOKEN_BEDROCK,简化认证
云提供商,AWS Bedrock,高级凭证,awsAuthRefresh,修改 .aws 目录的脚本
云提供商,AWS Bedrock,高级凭证,awsCredentialExport,直接返回凭证 JSON,输出被捕获
云提供商,AWS Bedrock,环境变量,CLAUDE_CODE_USE_BEDROCK,启用 Bedrock,设置为 1
云提供商,AWS Bedrock,环境变量,AWS_REGION,必需,us-east-1 等
云提供商,AWS Bedrock,环境变量,ANTHROPIC_SMALL_FAST_MODEL_AWS_REGION,Haiku 区域覆盖
云提供商,AWS Bedrock,默认模型,Primary,global.anthropic.claude-sonnet-4-5-20250929-v1:0
云提供商,AWS Bedrock,默认模型,Small/Fast,us.anthropic.claude-haiku-4-5-20251001-v1:0
云提供商,AWS Bedrock,模型配置,ANTHROPIC_MODEL,覆盖主模型,global.anthropic.claude-sonnet-4-5-20250929-v1:0
云提供商,AWS Bedrock,模型配置,inference profile ARN,arn:aws:bedrock:*:*:application-inference-profile/...
云提供商,AWS Bedrock,输出令牌,CLAUDE_CODE_MAX_OUTPUT_TOKENS,推荐 4096,Burndown 限流
云提供商,AWS Bedrock,输出令牌,MAX_THINKING_TOKENS,推荐 1024,平衡推理和工具使用
云提供商,AWS Bedrock,IAM 权限,bedrock:InvokeModel,必需
云提供商,AWS Bedrock,IAM 权限,bedrock:InvokeModelWithResponseStream,必需
云提供商,AWS Bedrock,IAM 权限,bedrock:ListInferenceProfiles,必需
云提供商,AWS Bedrock,/login 和 /logout,已禁用,通过 AWS 凭证处理认证
云提供商,Google Vertex AI,前提条件,GCP 账户,计费启用,Vertex AI API,模型访问,SDK,配额
云提供商,Google Vertex AI,区域配置,global 和 regional,全局和区域端点
云提供商,Google Vertex AI,启用 API,gcloud services enable aiplatform.googleapis.com
云提供商,Google Vertex AI,请求模型访问,Vertex AI Model Garden,24-48 小时
云提供商,Google Vertex AI,认证,Google Cloud 标准,默认使用项目 ID
云提供商,Google Vertex AI,环境变量,CLAUDE_CODE_USE_VERTEX,启用 Vertex,设置为 1
云提供商,Google Vertex AI,环境变量,CLOUD_ML_REGION,区域,global 或 us-east5
云提供商,Google Vertex AI,环境变量,ANTHROPIC_VERTEX_PROJECT_ID,GCP 项目 ID
